image_name,image_url,Longitude,Latitude,Altitude
000026e7ee790996.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/000026e7ee790996.jpg,-81.551097,41.523687,0
0002ab0af02e4a77.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/0002ab0af02e4a77.jpg,-81.566026,41.506787,0
000d5efd9500e718.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/000d5efd9500e718.jpg,-81.552208,41.529012,0
0017da7a364de4a5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/0017da7a364de4a5.jpg,-81.564365,41.519081,0
001f0b7197c54078.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/001f0b7197c54078.jpg,-81.575724,41.510785,0
00380012aab2e031.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/00380012aab2e031.jpg,-81.571719,41.51494,0
0047528a9aac4cc5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/0047528a9aac4cc5.jpg,-81.542609,41.508145,0
004be65d692692b4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/004be65d692692b4.jpg,-81.571446,41.536429,0
006551a30e96f189.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/006551a30e96f189.jpg,-81.533286,41.525463,0
006f9f35450c49b9.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/006f9f35450c49b9.jpg,-81.545293,41.522183,0
008168cfd6dcf2aa.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/008168cfd6dcf2aa.jpg,-81.574275,41.537392,0
00835b2ca0080c11.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/00835b2ca0080c11.jpg,-81.55602,41.536108,0
00a1039917ab1fb3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/00a1039917ab1fb3.jpg,-81.571029,41.519805,0
00a133aa74e0a00c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/00a133aa74e0a00c.jpg,-81.569334,41.533664,0
00a62fd4bd1d2262.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/00a62fd4bd1d2262.jpg,-81.573614,41.523262,0
00a9ddcc49b756de.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/00a9ddcc49b756de.jpg,-81.53455,41.512103,0
00bf37cdc7ae8d10.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/00bf37cdc7ae8d10.jpg,-81.545247,41.532418,0
00cba61a3e3d1c05.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/00cba61a3e3d1c05.jpg,-81.572644,41.507228,0
00ce2a25a3a64537.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/00ce2a25a3a64537.jpg,-81.548166,41.533558,0
00cffe5e669f340e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/00cffe5e669f340e.jpg,-81.52908,41.536905,0
00d0d3f1a60604af.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/00d0d3f1a60604af.jpg,-81.537642,41.533353,0
00da7332b7397d6f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/00da7332b7397d6f.jpg,-81.575428,41.517121,0
00dd65a19e7c205e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/00dd65a19e7c205e.jpg,-81.545109,41.521893,0
00fa86219a15b740.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/00fa86219a15b740.jpg,-81.531803,41.506116,0
00fd05d2b23c9255.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/00fd05d2b23c9255.jpg,-81.579938,41.532711,0
0108c203dcb51a6d.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/0108c203dcb51a6d.jpg,-81.540224,41.532226,0
01211d4bbc161694.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01211d4bbc161694.jpg,-81.557657,41.519296,0
0124ed4b5973567e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/0124ed4b5973567e.jpg,-81.575622,41.52864,0
012a7413abcb66aa.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/012a7413abcb66aa.jpg,-81.57659,41.508976,0
012c13b798616edf.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/012c13b798616edf.jpg,-81.551062,41.508312,0
012eee4f3da6607e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/012eee4f3da6607e.jpg,-81.534685,41.51505,0
013386bbe4c5aade.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/013386bbe4c5aade.jpg,-81.556222,41.514864,0
0134e4c71ff2dd8a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/0134e4c71ff2dd8a.jpg,-81.536459,41.527996,0
01444b783caee751.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01444b783caee751.jpg,-81.548553,41.516636,0
014ee44f9f160728.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/014ee44f9f160728.jpg,-81.545454,41.532333,0
015c309ce859052e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/015c309ce859052e.jpg,-81.56258,41.532605,0
0172fc5c492396c3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/0172fc5c492396c3.jpg,-81.532958,41.533671,0
0185c156487807cf.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/0185c156487807cf.jpg,-81.556296,41.517714,0
019162a0db3dcb84.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/019162a0db3dcb84.jpg,-81.543455,41.504791,0
019c95b2274106f5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/019c95b2274106f5.jpg,-81.555078,41.536834,0
01a07e591ac3aeff.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01a07e591ac3aeff.jpg,-81.567862,41.514813,0
01a3de0001daa248.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01a3de0001daa248.jpg,-81.528101,41.507067,0
01afd648a4376160.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01afd648a4376160.jpg,-81.57858,41.517148,0
01b932a56adc9f0e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01b932a56adc9f0e.jpg,-81.529284,41.532555,0
01b9e8adf8256692.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01b9e8adf8256692.jpg,-81.566847,41.524352,0
01c29e609b8abfc4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01c29e609b8abfc4.jpg,-81.561616,41.514046,0
01c9edfa13e2eb24.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01c9edfa13e2eb24.jpg,-81.577364,41.522811,0
01cc02e595039de0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01cc02e595039de0.jpg,-81.572458,41.52777,0
01d0fc62e562e2bf.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01d0fc62e562e2bf.jpg,-81.574804,41.533868,0
01d5f68d56484e94.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01d5f68d56484e94.jpg,-81.573357,41.509497,0
01dd3f9ed4b274d2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01dd3f9ed4b274d2.jpg,-81.563862,41.521457,0
01e32b4d72cc22b6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01e32b4d72cc22b6.jpg,-81.579393,41.523416,0
01ec502a9b3aabf0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01ec502a9b3aabf0.jpg,-81.560149,41.518708,0
01ed0c6b81dbbbe3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01ed0c6b81dbbbe3.jpg,-81.573166,41.512187,0
01f08a2d1fed643b.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01f08a2d1fed643b.jpg,-81.539531,41.517048,0
01f716abef7d48d8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01f716abef7d48d8.jpg,-81.566101,41.515139,0
01fa0e46ed41783e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01fa0e46ed41783e.jpg,-81.574859,41.530261,0
01fd631e8b8fcdb6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01fd631e8b8fcdb6.jpg,-81.552273,41.529749,0
01fe6e8a5f3cc20f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01fe6e8a5f3cc20f.jpg,-81.552839,41.519267,0
01fe72bb6c656fb5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/01fe72bb6c656fb5.jpg,-81.575787,41.534081,0
020b3ec89013853d.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/020b3ec89013853d.jpg,-81.558808,41.530302,0
0215c08d395129cc.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/0215c08d395129cc.jpg,-81.530336,41.53347,0
0217075c2ac7e126.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/0217075c2ac7e126.jpg,-81.536022,41.513461,0
021c6ec8ac6c1712.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/021c6ec8ac6c1712.jpg,-81.563598,41.5256,0
02214e9e87af8091.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/02214e9e87af8091.jpg,-81.571041,41.529449,0
0224eb6948c6627e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/0224eb6948c6627e.jpg,-81.572019,41.518495,0
0232f4098f5209be.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/0232f4098f5209be.jpg,-81.548347,41.533878,0
024145e8b5cde39a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/test/024145e8b5cde39a.jpg,-81.574691,41.510544,0
